bit16,bit24,bit16_hex,bit24_hex
0011110001011100,100010110100001100110011,3C5C,8B4333
0011110001011100,100010110100001100110101,3C5C,8B4335
0011110001011100,100010110100001100111000,3C5C,8B4338
0011110001011100,100010110100001100111010,3C5C,8B433A
0011110001011100,100010110100001100111101,3C5C,8B433D
0011110001011100,100010110100001100111111,3C5C,8B433F
0011110001011100,100010110100001101000010,3C5C,8B4342
0011110001011100,100010110100001101000100,3C5C,8B4344
0011110001011100,100010110100001101000111,3C5C,8B4347
0011110001011100,100010110100001101001001,3C5C,8B4349
0011110001011100,100010110100001101001100,3C5C,8B434C
0011110001011100,100010110100001101001110,3C5C,8B434E
0011110001011100,100010110100001101010001,3C5C,8B4351
0011110001011100,100010110100001101010011,3C5C,8B4353
0011110001011100,100010110100001101010110,3C5C,8B4356
0011110001011100,100010110100001101011000,3C5C,8B4358
0011110001011100,100010110100001101011011,3C5C,8B435B
0011110001011100,100010110100001101011101,3C5C,8B435D
0011110001011100,100010110100001101100000,3C5C,8B4360
0011110001011100,100010110100001101100010,3C5C,8B4362
0011110001011100,100010110100001101100101,3C5C,8B4365
0011110001011100,100010110100001101100111,3C5C,8B4367
0011110001011100,100010110100001101101010,3C5C,8B436A
0011110001011100,100010110100001101101100,3C5C,8B436C
0011110001011100,100010110100001101101111,3C5C,8B436F
0011110001011100,100010110100001101110001,3C5C,8B4371
0011110001011100,100010110100001101110100,3C5C,8B4374
0011110001011100,100010110100001101110110,3C5C,8B4376
0011110001011100,100010110100001101111001,3C5C,8B4379
0011110001011100,100010110100001101111011,3C5C,8B437B
0011110001011100,100010110100001101111110,3C5C,8B437E
0011110001011100,100010110100001110000000,3C5C,8B4380
0011110001011100,100010110100001110000011,3C5C,8B4383
0011110001011100,100010110100001110000101,3C5C,8B4385
0011110001011100,100010110100001110001000,3C5C,8B4388
0011110001011100,100010110100001110001010,3C5C,8B438A
0011110001011100,100010110100001110001101,3C5C,8B438D
0011110001011100,100010110100001110001111,3C5C,8B438F
0011110001011100,100010110100001110010010,3C5C,8B4392
0011110001011100,100010110100001110010100,3C5C,8B4394
0011110001011100,100010110100001110010111,3C5C,8B4397
0011110001011100,100010110100001110011001,3C5C,8B4399
0011110001011100,100010110100001110011100,3C5C,8B439C
0011110001011100,100010110100001110011110,3C5C,8B439E
0011110001011100,100010110100001110100001,3C5C,8B43A1
0011110001011100,100010110100001110100011,3C5C,8B43A3
0011110001011100,100010110100001110100110,3C5C,8B43A6
0011110001011100,100010110100001110101000,3C5C,8B43A8
0011110001011100,100010110100001110101011,3C5C,8B43AB
0011110001011100,100010110100001110101101,3C5C,8B43AD
0011110001011100,100010110100001110110000,3C5C,8B43B0
0011110001011100,100010110100001110110010,3C5C,8B43B2
0011110001011100,100010110100001110110101,3C5C,8B43B5
0011110001011100,100010110100001110110111,3C5C,8B43B7
0011110001011100,100010110100001110111010,3C5C,8B43BA
0011110001011100,100010110100001110111100,3C5C,8B43BC
0011110001011100,100010110100001110111111,3C5C,8B43BF
0011110001011100,100010110100001111000001,3C5C,8B43C1
0011110001011100,100010110100001111000100,3C5C,8B43C4
0011110001011100,100010110100001111000110,3C5C,8B43C6
0011110001011100,100010110100001111001001,3C5C,8B43C9
0011110001011100,100010110100001111001011,3C5C,8B43CB
0011110001011100,100010110100001111001110,3C5C,8B43CE
0011110001011100,100010110100001111010000,3C5C,8B43D0
0011110001011100,100010110100001111010011,3C5C,8B43D3
0011110001011100,100010110100001111010101,3C5C,8B43D5
0011110001011100,100010110100001111011000,3C5C,8B43D8
0011110001011100,100010110100001111011010,3C5C,8B43DA
0011110001011100,100010110100001111011101,3C5C,8B43DD
0011110001011100,100010110100001111011111,3C5C,8B43DF
0011110001011100,100010110100001111100010,3C5C,8B43E2
0011110001011100,100010110100001111100100,3C5C,8B43E4
0011110001011100,100010110100001111100111,3C5C,8B43E7
0011110001011100,100010110100001111101001,3C5C,8B43E9
0011110001011100,100010110100001111101100,3C5C,8B43EC
0011110001011100,100010110100001111101110,3C5C,8B43EE
0011110001011100,100010110100001111110001,3C5C,8B43F1
0011110001011100,100010110100001111110011,3C5C,8B43F3
0011110001011100,100010110100001111110110,3C5C,8B43F6
0011110001011100,100010110100001111111000,3C5C,8B43F8
0011110001011100,100010110100001111111011,3C5C,8B43FB
0011110001011100,100010110100001111111101,3C5C,8B43FD
0011110001011100,100010110100010000000000,3C5C,8B4400
0011110001011100,100010110100010000000010,3C5C,8B4402
0011110001011100,100010110100010000000101,3C5C,8B4405
0011110001011100,100010110100010000000111,3C5C,8B4407
0011110001011100,100010110100010000001010,3C5C,8B440A
0011110001011100,100010110100010000001100,3C5C,8B440C
0011110001011100,100010110100010000001111,3C5C,8B440F
0011110001011100,100010110100010000010001,3C5C,8B4411
0011110001011100,100010110100010000010100,3C5C,8B4414
0011110001011100,100010110100010000010110,3C5C,8B4416
0011110001011100,100010110100010000011001,3C5C,8B4419
0011110001011100,100010110100010000011011,3C5C,8B441B
0011110001011100,100010110100010000011110,3C5C,8B441E
0011110001011100,100010110100010000100000,3C5C,8B4420
0011110001011100,100010110100010000100011,3C5C,8B4423
0011110001011100,100010110100010000100101,3C5C,8B4425
0011110001011100,100010110100010000101000,3C5C,8B4428
0011110001011100,100010110100010000101010,3C5C,8B442A
0011110001011100,100010110100010000101101,3C5C,8B442D
0011110001011100,100010110100010000101111,3C5C,8B442F
0011110001011100,100010110100010000110010,3C5C,8B4432
0011110001011100,100010110100010000110100,3C5C,8B4434
0011110001011100,100010110100010000110111,3C5C,8B4437
0011110001011100,100010110100010000111001,3C5C,8B4439
0011110001011100,100010110100010000111100,3C5C,8B443C
0011110001011100,100010110100010000111110,3C5C,8B443E
0011110001011100,100010110100010001000001,3C5C,8B4441
0011110001011100,100010110100010001000011,3C5C,8B4443
0011110001011100,100010110100010001000110,3C5C,8B4446
0011110001011100,100010110100010001001000,3C5C,8B4448
0011110001011100,100010110100010001001011,3C5C,8B444B
0011110001011100,100010110100010001001101,3C5C,8B444D
0011110001011100,100010110100010001010000,3C5C,8B4450
0011110001011100,100010110100010001010010,3C5C,8B4452
0011110001011100,100010110100010001010101,3C5C,8B4455
0011110001011100,100010110100010001010111,3C5C,8B4457
0011110001011100,100010110100010001011010,3C5C,8B445A
0011110001011100,100010110100010001011100,3C5C,8B445C
0011110001011100,100010110100010001011111,3C5C,8B445F
0011110001011100,100010110100010001100001,3C5C,8B4461
0011110001011100,100010110100010001100100,3C5C,8B4464
0011110001011100,100010110100010001100110,3C5C,8B4466
0011110001011100,100010110100010001101001,3C5C,8B4469
0011110001011100,100010110100010001101011,3C5C,8B446B
0011110001011100,100010110100010001101110,3C5C,8B446E
0011110001011100,100010110100010001110000,3C5C,8B4470
0011110001011100,100010110100010001110011,3C5C,8B4473
0011110001011100,100010110100010001110101,3C5C,8B4475
0011110001011100,100010110100010001111000,3C5C,8B4478
0011110001011100,100010110100010001111010,3C5C,8B447A
0011110001011100,100010110100010001111101,3C5C,8B447D
0011110001011100,100010110100010001111111,3C5C,8B447F
0011110001011100,100010110100010010000010,3C5C,8B4482
0011110001011100,100010110100010010000100,3C5C,8B4484
0011110001011100,100010110100010010000111,3C5C,8B4487
0011110001011100,100010110100010010001001,3C5C,8B4489
0011110001011100,100010110100010010001100,3C5C,8B448C
0011110001011100,100010110100010010001110,3C5C,8B448E
0011110001011100,100010110100010010010001,3C5C,8B4491
0011110001011100,100010110100010010010011,3C5C,8B4493
0011110001011100,100010110100010010010110,3C5C,8B4496
0011110001011100,100010110100010010011000,3C5C,8B4498
0011110001011100,100010110100010010011011,3C5C,8B449B
0011110001011100,100010110100010010011101,3C5C,8B449D
0011110001011100,100010110100010010100000,3C5C,8B44A0
0011110001011100,100010110100010010100010,3C5C,8B44A2
0011110001011100,100010110100010010100101,3C5C,8B44A5
0011110001011100,100010110100010010100111,3C5C,8B44A7
0011110001011100,100010110100010010101010,3C5C,8B44AA
0011110001011100,100010110100010010101100,3C5C,8B44AC
0011110001011100,100010110100010010101111,3C5C,8B44AF
0011110001011100,100010110100010010110001,3C5C,8B44B1
0011110001011100,100010110100010010110100,3C5C,8B44B4
0011110001011100,100010110100010010110110,3C5C,8B44B6
0011110001011100,100010110100010010111001,3C5C,8B44B9
0011110001011100,100010110100010010111011,3C5C,8B44BB
0011110001011100,100010110100010010111110,3C5C,8B44BE
0011110001011100,100010110100010011000000,3C5C,8B44C0
0011110001011100,100010110100010011000011,3C5C,8B44C3
0011110001011100,100010110100010011000101,3C5C,8B44C5
0011110001011100,100010110100010011001000,3C5C,8B44C8
0011110001011100,100010110100010011001010,3C5C,8B44CA
0011110001011100,100010110100010011001101,3C5C,8B44CD
0011110001011100,100010110100010011001111,3C5C,8B44CF
0011110001011100,100010110100010011010010,3C5C,8B44D2
0011110001011100,100010110100010011010100,3C5C,8B44D4
0011110001011100,100010110100010011010111,3C5C,8B44D7
0011110001011100,100010110100010011011001,3C5C,8B44D9
0011110001011100,100010110100010011011100,3C5C,8B44DC
0011110001011100,100010110100010011011110,3C5C,8B44DE
0011110001011100,100010110100010011100001,3C5C,8B44E1
0011110001011100,100010110100010011100011,3C5C,8B44E3
0011110001011100,100010110100010011100110,3C5C,8B44E6
0011110001011100,100010110100010011101000,3C5C,8B44E8
0011110001011100,100010110100010011101011,3C5C,8B44EB
0011110001011100,100010110100010011101101,3C5C,8B44ED
0011110001011100,100010110100010011110000,3C5C,8B44F0
0011110001011100,100010110100010011110010,3C5C,8B44F2
0011110001011100,100010110100010011110101,3C5C,8B44F5
0011110001011100,100010110100010011110111,3C5C,8B44F7
0011110001011100,100010110100010011111010,3C5C,8B44FA
0011110001011100,100010110100010011111100,3C5C,8B44FC
0011110001011100,100010110100010011111111,3C5C,8B44FF
0011110001011100,100010110100010100000001,3C5C,8B4501
0011110001011100,100010110100010100000100,3C5C,8B4504
0011110001011100,100010110100010100000110,3C5C,8B4506
0011110001011100,100010110100010100001001,3C5C,8B4509
0011110001011100,100010110100010100001011,3C5C,8B450B
0011110001011100,100010110100010100001110,3C5C,8B450E
0011110001011100,100010110100010100010000,3C5C,8B4510
0011110001011100,100010110100010100010011,3C5C,8B4513
0011110001011100,100010110100010100010101,3C5C,8B4515
0011110001011100,100010110100010100011000,3C5C,8B4518
0011110001011100,100010110100010100011010,3C5C,8B451A
0011110001011100,100010110100010100011101,3C5C,8B451D
0011110001011100,100010110100010100011111,3C5C,8B451F
0011110001011100,100010110100010100100010,3C5C,8B4522
0011110001011100,100010110100010100100100,3C5C,8B4524
0011110001011100,100010110100010100100111,3C5C,8B4527
0011110001011100,100010110100010100101001,3C5C,8B4529
0011110001011100,100010110100010100101100,3C5C,8B452C
0011110001011100,100010110100010100101110,3C5C,8B452E
0011110001011100,100010110100010100110001,3C5C,8B4531
0011110001011100,100010110100010100110011,3C5C,8B4533
0011110001011100,100010110100010100110110,3C5C,8B4536
0011110001011100,100010110100010100111000,3C5C,8B4538
0011110001011100,100010110100010100111011,3C5C,8B453B
0011110001011100,100010110100010100111101,3C5C,8B453D
0011110001011100,100010110100010101000000,3C5C,8B4540
0011110001011100,100010110100010101000010,3C5C,8B4542
0011110001011100,100010110100010101000101,3C5C,8B4545
0011110001011100,100010110100010101000111,3C5C,8B4547
0011110001011100,100010110100010101001010,3C5C,8B454A
0011110001011100,100010110100010101001100,3C5C,8B454C
0011110001011100,100010110100010101001111,3C5C,8B454F
0011110001011100,100010110100010101010001,3C5C,8B4551
0011110001011100,100010110100010101010100,3C5C,8B4554
0011110001011100,100010110100010101010110,3C5C,8B4556
0011110001011100,100010110100010101011001,3C5C,8B4559
0011110001011100,100010110100010101011011,3C5C,8B455B
0011110001011100,100010110100010101011110,3C5C,8B455E
0011110001011100,100010110100010101100000,3C5C,8B4560
0011110001011100,100010110100010101100011,3C5C,8B4563
0011110001011100,100010110100010101100101,3C5C,8B4565
0011110001011100,100010110100010101101000,3C5C,8B4568
0011110001011100,100010110100010101101010,3C5C,8B456A
0011110001011100,100010110100010101101101,3C5C,8B456D
0011110001011100,100010110100010101101111,3C5C,8B456F
0011110001011100,100010110100010101110010,3C5C,8B4572
0011110001011100,100010110100010101110100,3C5C,8B4574
0011110001011100,100010110100010101110111,3C5C,8B4577
0011110001011100,100010110100010101111001,3C5C,8B4579
0011110001011100,100010110100010101111100,3C5C,8B457C
0011110001011100,100010110100010101111110,3C5C,8B457E
0011110001011100,100010110100010110000001,3C5C,8B4581
0011110001011100,100010110100010110000011,3C5C,8B4583
0011110001011100,100010110100010110000110,3C5C,8B4586
0011110001011100,100010110100010110001000,3C5C,8B4588
0011110001011100,100010110100010110001011,3C5C,8B458B
0011110001011100,100010110100010110001101,3C5C,8B458D
0011110001011100,100010110100010110010000,3C5C,8B4590
0011110001011100,100010110100010110010010,3C5C,8B4592
0011110001011100,100010110100010110010101,3C5C,8B4595
0011110001011100,100010110100010110010111,3C5C,8B4597
0011110001011100,100010110100010110011010,3C5C,8B459A
0011110001011100,100010110100010110011100,3C5C,8B459C
0011110001011100,100010110100010110011111,3C5C,8B459F
0011110001011100,100010110100010110100001,3C5C,8B45A1
0011110001011100,100010110100010110100100,3C5C,8B45A4
0011110001011100,100010110100010110100110,3C5C,8B45A6
0011110001011100,100010110100010110101001,3C5C,8B45A9
0011110001011100,100010110100010110101011,3C5C,8B45AB
0011110001011100,100010110100010110101110,3C5C,8B45AE
0011110001011100,100010110100010110110000,3C5C,8B45B0
0011110001011100,100010110100010110110011,3C5C,8B45B3
0011110001011100,100010110100010110110101,3C5C,8B45B5
0011110001011100,100010110100010110111000,3C5C,8B45B8
0011110001011100,100010110100010110111010,3C5C,8B45BA
0011110001011100,100010110100010110111101,3C5C,8B45BD
0011110001011100,100010110100010110111111,3C5C,8B45BF
0011110001011100,100010110100010111000010,3C5C,8B45C2
0011110001011100,100010110100010111000100,3C5C,8B45C4
0011110001011100,100010110100010111000111,3C5C,8B45C7
0011110001011100,100010110100010111001001,3C5C,8B45C9
0011110001011100,100010110100010111001100,3C5C,8B45CC
0011110001011100,100010110100010111001110,3C5C,8B45CE
0011110001011100,100010110100010111010001,3C5C,8B45D1
0011110001011100,100010110100010111010011,3C5C,8B45D3
0011110001011100,100010110100010111010110,3C5C,8B45D6
0011110001011100,100010110100010111011000,3C5C,8B45D8
0011110001011100,100010110100010111011011,3C5C,8B45DB
0011110001011100,100010110100010111011101,3C5C,8B45DD
0011110001011100,100010110100010111100000,3C5C,8B45E0
0011110001011100,100010110100010111100010,3C5C,8B45E2
0011110001011100,100010110100010111100101,3C5C,8B45E5
0011110001011100,100010110100010111100111,3C5C,8B45E7
0011110001011100,100010110100010111101010,3C5C,8B45EA
0011110001011100,100010110100010111101100,3C5C,8B45EC
0011110001011100,100010110100010111101111,3C5C,8B45EF
0011110001011100,100010110100010111110001,3C5C,8B45F1
0011110001011100,100010110100010111110100,3C5C,8B45F4
0011110001011100,100010110100010111110110,3C5C,8B45F6
0011110001011100,100010110100010111111001,3C5C,8B45F9
0011110001011100,100010110100010111111011,3C5C,8B45FB
0011110001011100,100010110100010111111110,3C5C,8B45FE
0011110001011100,100010110100011000000000,3C5C,8B4600
0011110001011100,100010110100011000000011,3C5C,8B4603
0011110001011100,100010110100011000000101,3C5C,8B4605
0011110001011100,100010110100011000001000,3C5C,8B4608
0011110001011100,100010110100011000001010,3C5C,8B460A
0011110001011100,100010110100011000001101,3C5C,8B460D
0011110001011100,100010110100011000001111,3C5C,8B460F
0011110001011100,100010110100011000010010,3C5C,8B4612
0011110001011100,100010110100011000010100,3C5C,8B4614
0011110001011100,100010110100011000010111,3C5C,8B4617
0011110001011100,100010110100011000011001,3C5C,8B4619
0011110001011100,100010110100011000011100,3C5C,8B461C
0011110001011100,100010110100011000011110,3C5C,8B461E
0011110001011100,100010110100011000100001,3C5C,8B4621
0011110001011100,100010110100011000100011,3C5C,8B4623
0011110001011100,100010110100011000100110,3C5C,8B4626
0011110001011100,100010110100011000101000,3C5C,8B4628
0011110001011100,100010110100011000101011,3C5C,8B462B
0011110001011100,100010110100011000101101,3C5C,8B462D
0011110001011100,100010110100011000110000,3C5C,8B4630
0011110001011100,100010110100011000110010,3C5C,8B4632
0011110001011100,100010110100011000110101,3C5C,8B4635
0011110001011100,100010110100011000110111,3C5C,8B4637
0011110001011100,100010110100011000111010,3C5C,8B463A
0011110001011100,100010110100011000111100,3C5C,8B463C
0011110001011100,100010110100011000111111,3C5C,8B463F
0011110001011100,100010110100011001000001,3C5C,8B4641
0011110001011100,100010110100011001000100,3C5C,8B4644
0011110001011100,100010110100011001000110,3C5C,8B4646
0011110001011100,100010110100011001001001,3C5C,8B4649
0011110001011100,100010110100011001001011,3C5C,8B464B
0011110001011100,100010110100011001001110,3C5C,8B464E
0011110001011100,100010110100011001010000,3C5C,8B4650
0011110001011100,100010110100011001010011,3C5C,8B4653
0011110001011100,100010110100011001010101,3C5C,8B4655
0011110001011100,100010110100011001011000,3C5C,8B4658
0011110001011100,100010110100011001011010,3C5C,8B465A
0011110001011100,100010110100011001011101,3C5C,8B465D
0011110001011100,100010110100011001011111,3C5C,8B465F
0011110001011100,100010110100011001100010,3C5C,8B4662
0011110001011100,100010110100011001100100,3C5C,8B4664
0011110001011100,100010110100011001100111,3C5C,8B4667
0011110001011100,100010110100011001101001,3C5C,8B4669
0011110001011100,100010110100011001101100,3C5C,8B466C
0011110001011100,100010110100011001101110,3C5C,8B466E
0011110001011100,100010110100011001110001,3C5C,8B4671
0011110001011100,100010110100011001110011,3C5C,8B4673
0011110001011100,100010110100011001110110,3C5C,8B4676
0011110001011100,100010110100011001111000,3C5C,8B4678
0011110001011100,100010110100011001111011,3C5C,8B467B
0011110001011100,100010110100011001111101,3C5C,8B467D
0011110001011100,100010110100011010000000,3C5C,8B4680
0011110001011100,100010110100011010000010,3C5C,8B4682
0011110001011100,100010110100011010000101,3C5C,8B4685
0011110001011100,100010110100011010000111,3C5C,8B4687
0011110001011100,100010110100011010001010,3C5C,8B468A
0011110001011100,100010110100011010001100,3C5C,8B468C
0011110001011100,100010110100011010001111,3C5C,8B468F
0011110001011100,100010110100011010010001,3C5C,8B4691
0011110001011100,100010110100011010010100,3C5C,8B4694
0011110001011100,100010110100011010010110,3C5C,8B4696
0011110001011100,100010110100011010011001,3C5C,8B4699
0011110001011100,100010110100011010011011,3C5C,8B469B
0011110001011100,100010110100011010011110,3C5C,8B469E
0011110001011100,100010110100011010100000,3C5C,8B46A0
0011110001011100,100010110100011010100011,3C5C,8B46A3
0011110001011100,100010110100011010100101,3C5C,8B46A5
0011110001011100,100010110100011010101000,3C5C,8B46A8
0011110001011100,100010110100011010101010,3C5C,8B46AA
0011110001011100,100010110100011010101101,3C5C,8B46AD
0011110001011100,100010110100011010101111,3C5C,8B46AF
0011110001011100,100010110100011010110010,3C5C,8B46B2
0011110001011100,100010110100011010110100,3C5C,8B46B4
0011110001011100,100010110100011010110111,3C5C,8B46B7
0011110001011100,100010110100011010111001,3C5C,8B46B9
0011110001011100,100010110100011010111100,3C5C,8B46BC
0011110001011100,100010110100011010111110,3C5C,8B46BE
0011110001011100,100010110100011011000001,3C5C,8B46C1
0011110001011100,100010110100011011000011,3C5C,8B46C3
0011110001011100,100010110100011011000110,3C5C,8B46C6
0011110001011100,100010110100011011001000,3C5C,8B46C8
0011110001011100,100010110100011011001011,3C5C,8B46CB
0011110001011100,100010110100011011001101,3C5C,8B46CD
0011110001011100,100010110100011011010000,3C5C,8B46D0
0011110001011100,100010110100011011010010,3C5C,8B46D2
0011110001011100,100010110100011011010101,3C5C,8B46D5
0011110001011100,100010110100011011010111,3C5C,8B46D7
0011110001011100,100010110100011011011010,3C5C,8B46DA
0011110001011100,100010110100011011011100,3C5C,8B46DC
0011110001011100,100010110100011011011111,3C5C,8B46DF
0011110001011100,100010110100011011100001,3C5C,8B46E1
0011110001011100,100010110100011011100100,3C5C,8B46E4
0011110001011100,100010110100011011100110,3C5C,8B46E6
0011110001011100,100010110100011011101001,3C5C,8B46E9
0011110001011100,100010110100011011101011,3C5C,8B46EB
0011110001011100,100010110100011011101110,3C5C,8B46EE
0011110001011100,100010110100011011110000,3C5C,8B46F0
0011110001011100,100010110100011011110011,3C5C,8B46F3
0011110001011100,100010110100011011110101,3C5C,8B46F5
0011110001011100,100010110100011011111000,3C5C,8B46F8
0011110001011100,100010110100011011111010,3C5C,8B46FA
0011110001011100,100010110100011011111101,3C5C,8B46FD
0011110001011100,100010110100011011111111,3C5C,8B46FF
0011110001011100,100010110100011100000010,3C5C,8B4702
0011110001011100,100010110100011100000100,3C5C,8B4704
0011110001011100,100010110100011100000111,3C5C,8B4707
0011110001011100,100010110100011100001001,3C5C,8B4709
0011110001011100,100010110100011100001100,3C5C,8B470C
0011110001011100,100010110100011100001110,3C5C,8B470E
0011110001011100,100010110100011100010001,3C5C,8B4711
0011110001011100,100010110100011100010011,3C5C,8B4713
0011110001011100,100010110100011100010110,3C5C,8B4716
0011110001011100,100010110100011100011000,3C5C,8B4718
0011110001011100,100010110100011100011011,3C5C,8B471B
0011110001011100,100010110100011100011101,3C5C,8B471D
0011110001011100,100010110100011100100000,3C5C,8B4720
0011110001011100,100010110100011100100010,3C5C,8B4722
0011110001011100,100010110100011100100101,3C5C,8B4725
0011110001011100,100010110100011100100111,3C5C,8B4727
0011110001011100,100010110100011100101010,3C5C,8B472A
0011110001011100,100010110100011100101100,3C5C,8B472C
0011110001011100,100010110100011100101111,3C5C,8B472F
0011110001011100,100010110100011100110001,3C5C,8B4731
0011110001011100,100010110100011100110100,3C5C,8B4734
0011110001011100,100010110100011100110110,3C5C,8B4736
0011110001011100,100010110100011100111001,3C5C,8B4739
0011110001011100,100010110100011100111011,3C5C,8B473B
0011110001011100,100010110100011100111110,3C5C,8B473E
0011110001011100,100010110100011101000000,3C5C,8B4740
0011110001011100,100010110100011101000011,3C5C,8B4743
0011110001011100,100010110100011101000101,3C5C,8B4745
0011110001011100,100010110100011101001000,3C5C,8B4748
0011110001011100,100010110100011101001010,3C5C,8B474A
0011110001011100,100010110100011101001101,3C5C,8B474D
0011110001011100,100010110100011101001111,3C5C,8B474F
0011110001011100,100010110100011101010010,3C5C,8B4752
0011110001011100,100010110100011101010100,3C5C,8B4754
0011110001011100,100010110100011101010111,3C5C,8B4757
0011110001011100,100010110100011101011001,3C5C,8B4759
0011110001011100,100010110100011101011100,3C5C,8B475C
0011110001011100,100010110100011101011110,3C5C,8B475E
0011110001011100,100010110100011101100001,3C5C,8B4761
0011110001011100,100010110100011101100011,3C5C,8B4763
0011110001011100,100010110100011101100110,3C5C,8B4766
0011110001011100,100010110100011101101000,3C5C,8B4768
0011110001011100,100010110100011101101011,3C5C,8B476B
0011110001011100,100010110100011101101101,3C5C,8B476D
0011110001011100,100010110100011101110000,3C5C,8B4770
0011110001011100,100010110100011101110010,3C5C,8B4772
0011110001011100,100010110100011101110101,3C5C,8B4775
0011110001011100,100010110100011101110111,3C5C,8B4777
0011110001011100,100010110100011101111010,3C5C,8B477A
0011110001011100,100010110100011101111100,3C5C,8B477C
0011110001011100,100010110100011101111111,3C5C,8B477F
0011110001011100,100010110100011110000001,3C5C,8B4781
0011110001011100,100010110100011110000100,3C5C,8B4784
0011110001011100,100010110100011110000110,3C5C,8B4786
0011110001011100,100010110100011110001001,3C5C,8B4789
0011110001011100,100010110100011110001011,3C5C,8B478B
0011110001011100,100010110100011110001110,3C5C,8B478E
0011110001011100,100010110100011110010000,3C5C,8B4790
0011110001011100,100010110100011110010011,3C5C,8B4793
0011110001011100,100010110100011110010101,3C5C,8B4795
0011110001011100,100010110100011110011000,3C5C,8B4798
0011110001011100,100010110100011110011010,3C5C,8B479A
0011110001011100,100010110100011110011101,3C5C,8B479D
0011110001011100,100010110100011110011111,3C5C,8B479F
0011110001011100,100010110100011110100010,3C5C,8B47A2
0011110001011100,100010110100011110100100,3C5C,8B47A4
0011110001011100,100010110100011110100111,3C5C,8B47A7
0011110001011100,100010110100011110101001,3C5C,8B47A9
0011110001011100,100010110100011110101100,3C5C,8B47AC
0011110001011100,100010110100011110101110,3C5C,8B47AE
0011110001011100,100010110100011110110001,3C5C,8B47B1
0011110001011100,100010110100011110110011,3C5C,8B47B3
0011110001011100,100010110100011110110110,3C5C,8B47B6
0011110001011100,100010110100011110111000,3C5C,8B47B8
0011110001011100,100010110100011110111011,3C5C,8B47BB
0011110001011100,100010110100011110111101,3C5C,8B47BD
0011110001011100,100010110100011111000000,3C5C,8B47C0
0011110001011100,100010110100011111000010,3C5C,8B47C2
0011110001011100,100010110100011111000101,3C5C,8B47C5
0011110001011100,100010110100011111000111,3C5C,8B47C7
0011110001011100,100010110100011111001010,3C5C,8B47CA
0011110001011100,100010110100011111001100,3C5C,8B47CC
0011110001011100,100010110100011111001111,3C5C,8B47CF
0011110001011100,100010110100011111010001,3C5C,8B47D1
0011110001011100,100010110100011111010100,3C5C,8B47D4
0011110001011100,100010110100011111010110,3C5C,8B47D6
0011110001011100,100010110100011111011001,3C5C,8B47D9
0011110001011100,100010110100011111011011,3C5C,8B47DB
0011110001011100,100010110100011111011110,3C5C,8B47DE
0011110001011100,100010110100011111100000,3C5C,8B47E0
0011110001011100,100010110100011111100011,3C5C,8B47E3
0011110001011100,100010110100011111100101,3C5C,8B47E5
0011110001011100,100010110100011111101000,3C5C,8B47E8
0011110001011100,100010110100011111101010,3C5C,8B47EA
0011110001011100,100010110100011111101101,3C5C,8B47ED
0011110001011100,100010110100011111101111,3C5C,8B47EF
0011110001011100,100010110100011111110010,3C5C,8B47F2
0011110001011100,100010110100011111110100,3C5C,8B47F4
0011110001011100,100010110100011111110111,3C5C,8B47F7
0011110001011100,100010110100011111111001,3C5C,8B47F9
0011110001011100,100010110100011111111100,3C5C,8B47FC
0011110001011100,100010110100011111111110,3C5C,8B47FE
0011110001011100,100010110100100000000001,3C5C,8B4801
0011110001011100,100010110100100000000011,3C5C,8B4803
0011110001011100,100010110100100000000110,3C5C,8B4806
0011110001011100,100010110100100000001000,3C5C,8B4808
0011110001011100,100010110100100000001011,3C5C,8B480B
0011110001011100,100010110100100000001101,3C5C,8B480D
0011110001011100,100010110100100000010000,3C5C,8B4810
0011110001011100,100010110100100000010010,3C5C,8B4812
0011110001011100,100010110100100000010101,3C5C,8B4815
0011110001011100,100010110100100000010111,3C5C,8B4817
0011110001011100,100010110100100000011010,3C5C,8B481A
0011110001011100,100010110100100000011100,3C5C,8B481C
0011110001011100,100010110100100000011111,3C5C,8B481F
0011110001011100,100010110100100000100001,3C5C,8B4821
0011110001011100,100010110100100000100100,3C5C,8B4824
0011110001011100,100010110100100000100110,3C5C,8B4826
0011110001011100,100010110100100000101001,3C5C,8B4829
0011110001011100,100010110100100000101011,3C5C,8B482B
0011110001011100,100010110100100000101110,3C5C,8B482E
0011110001011100,100010110100100000110000,3C5C,8B4830
0011110001011100,100010110100100000110011,3C5C,8B4833
0011110001011100,100010110100100000110101,3C5C,8B4835
0011110001011100,100010110100100000111000,3C5C,8B4838
0011110001011100,100010110100100000111010,3C5C,8B483A
0011110001011100,100010110100100000111101,3C5C,8B483D
0011110001011100,100010110100100000111111,3C5C,8B483F
0011110001011100,100010110100100001000010,3C5C,8B4842
0011110001011100,100010110100100001000100,3C5C,8B4844
0011110001011100,100010110100100001000111,3C5C,8B4847
0011110001011100,100010110100100001001001,3C5C,8B4849
0011110001011100,100010110100100001001100,3C5C,8B484C
0011110001011100,100010110100100001001110,3C5C,8B484E
0011110001011100,100010110100100001010001,3C5C,8B4851
0011110001011100,100010110100100001010011,3C5C,8B4853
0011110001011100,100010110100100001010110,3C5C,8B4856
0011110001011100,100010110100100001011000,3C5C,8B4858
0011110001011100,100010110100100001011011,3C5C,8B485B
0011110001011100,100010110100100001011101,3C5C,8B485D
