bit16,bit24,bit16_hex,bit24_hex
0011110001011100,100010110100000011001010,3C5C,8B40CA
0011110001011100,100010110100000011001101,3C5C,8B40CD
0011110001011100,100010110100000011001111,3C5C,8B40CF
0011110001011100,100010110100000011010010,3C5C,8B40D2
0011110001011100,100010110100000011010100,3C5C,8B40D4
0011110001011100,100010110100000011010111,3C5C,8B40D7
0011110001011100,100010110100000011011001,3C5C,8B40D9
0011110001011100,100010110100000011011100,3C5C,8B40DC
0011110001011100,100010110100000011011110,3C5C,8B40DE
0011110001011100,100010110100000011100001,3C5C,8B40E1
0011110001011100,100010110100000011100011,3C5C,8B40E3
0011110001011100,100010110100000011100110,3C5C,8B40E6
0011110001011100,100010110100000011101000,3C5C,8B40E8
0011110001011100,100010110100000011101011,3C5C,8B40EB
0011110001011100,100010110100000011101101,3C5C,8B40ED
0011110001011100,100010110100000011110000,3C5C,8B40F0
0011110001011100,100010110100000011110010,3C5C,8B40F2
0011110001011100,100010110100000011110101,3C5C,8B40F5
0011110001011100,100010110100000011110111,3C5C,8B40F7
0011110001011100,100010110100000011111010,3C5C,8B40FA
0011110001011100,100010110100000011111100,3C5C,8B40FC
0011110001011100,100010110100000011111111,3C5C,8B40FF
0011110001011100,100010110100000100000001,3C5C,8B4101
0011110001011100,100010110100000100000100,3C5C,8B4104
0011110001011100,100010110100000100000110,3C5C,8B4106
0011110001011100,100010110100000100001001,3C5C,8B4109
0011110001011100,100010110100000100001011,3C5C,8B410B
0011110001011100,100010110100000100001110,3C5C,8B410E
0011110001011100,100010110100000100010000,3C5C,8B4110
0011110001011100,100010110100000100010011,3C5C,8B4113
0011110001011100,100010110100000100010101,3C5C,8B4115
0011110001011100,100010110100000100011000,3C5C,8B4118
0011110001011100,100010110100000100011010,3C5C,8B411A
0011110001011100,100010110100000100011101,3C5C,8B411D
0011110001011100,100010110100000100011111,3C5C,8B411F
0011110001011100,100010110100000100100010,3C5C,8B4122
0011110001011100,100010110100000100100100,3C5C,8B4124
0011110001011100,100010110100000100100111,3C5C,8B4127
0011110001011100,100010110100000100101001,3C5C,8B4129
0011110001011100,100010110100000100101100,3C5C,8B412C
0011110001011100,100010110100000100101110,3C5C,8B412E
0011110001011100,100010110100000100110001,3C5C,8B4131
0011110001011100,100010110100000100110011,3C5C,8B4133
0011110001011100,100010110100000100110110,3C5C,8B4136
0011110001011100,100010110100000100111000,3C5C,8B4138
0011110001011100,100010110100000100111011,3C5C,8B413B
0011110001011100,100010110100000100111101,3C5C,8B413D
0011110001011100,100010110100000101000000,3C5C,8B4140
0011110001011100,100010110100000101000010,3C5C,8B4142
0011110001011100,100010110100000101000101,3C5C,8B4145
0011110001011100,100010110100000101000111,3C5C,8B4147
0011110001011100,100010110100000101001010,3C5C,8B414A
0011110001011100,100010110100000101001100,3C5C,8B414C
0011110001011100,100010110100000101001111,3C5C,8B414F
0011110001011100,100010110100000101010001,3C5C,8B4151
0011110001011100,100010110100000101010100,3C5C,8B4154
0011110001011100,100010110100000101010110,3C5C,8B4156
0011110001011100,100010110100000101011001,3C5C,8B4159
0011110001011100,100010110100000101011011,3C5C,8B415B
0011110001011100,100010110100000101011110,3C5C,8B415E
0011110001011100,100010110100000101100000,3C5C,8B4160
0011110001011100,100010110100000101100011,3C5C,8B4163
0011110001011100,100010110100000101100101,3C5C,8B4165
0011110001011100,100010110100000101101000,3C5C,8B4168
0011110001011100,100010110100000101101010,3C5C,8B416A
0011110001011100,100010110100000101101101,3C5C,8B416D
0011110001011100,100010110100000101101111,3C5C,8B416F
0011110001011100,100010110100000101110010,3C5C,8B4172
0011110001011100,100010110100000101110100,3C5C,8B4174
0011110001011100,100010110100000101110111,3C5C,8B4177
0011110001011100,100010110100000101111001,3C5C,8B4179
0011110001011100,100010110100000101111100,3C5C,8B417C
0011110001011100,100010110100000101111110,3C5C,8B417E
0011110001011100,100010110100000110000001,3C5C,8B4181
0011110001011100,100010110100000110000011,3C5C,8B4183
0011110001011100,100010110100000110000110,3C5C,8B4186
0011110001011100,100010110100000110001000,3C5C,8B4188
0011110001011100,100010110100000110001011,3C5C,8B418B
0011110001011100,100010110100000110001101,3C5C,8B418D
0011110001011100,100010110100000110010000,3C5C,8B4190
0011110001011100,100010110100000110010010,3C5C,8B4192
0011110001011100,100010110100000110010101,3C5C,8B4195
0011110001011100,100010110100000110010111,3C5C,8B4197
0011110001011100,100010110100000110011010,3C5C,8B419A
0011110001011100,100010110100000110011100,3C5C,8B419C
0011110001011100,100010110100000110011111,3C5C,8B419F
0011110001011100,100010110100000110100001,3C5C,8B41A1
0011110001011100,100010110100000110100100,3C5C,8B41A4
0011110001011100,100010110100000110100110,3C5C,8B41A6
0011110001011100,100010110100000110101001,3C5C,8B41A9
0011110001011100,100010110100000110101011,3C5C,8B41AB
0011110001011100,100010110100000110101110,3C5C,8B41AE
0011110001011100,100010110100000110110000,3C5C,8B41B0
0011110001011100,100010110100000110110011,3C5C,8B41B3
0011110001011100,100010110100000110110101,3C5C,8B41B5
0011110001011100,100010110100000110111000,3C5C,8B41B8
0011110001011100,100010110100000110111010,3C5C,8B41BA
0011110001011100,100010110100000110111101,3C5C,8B41BD
0011110001011100,100010110100000110111111,3C5C,8B41BF
0011110001011100,100010110100000111000010,3C5C,8B41C2
0011110001011100,100010110100000111000100,3C5C,8B41C4
0011110001011100,100010110100000111000111,3C5C,8B41C7
0011110001011100,100010110100000111001001,3C5C,8B41C9
0011110001011100,100010110100000111001100,3C5C,8B41CC
0011110001011100,100010110100000111001110,3C5C,8B41CE
0011110001011100,100010110100000111010001,3C5C,8B41D1
0011110001011100,100010110100000111010011,3C5C,8B41D3
0011110001011100,100010110100000111010110,3C5C,8B41D6
0011110001011100,100010110100000111011000,3C5C,8B41D8
0011110001011100,100010110100000111011011,3C5C,8B41DB
0011110001011100,100010110100000111011101,3C5C,8B41DD
0011110001011100,100010110100000111100000,3C5C,8B41E0
0011110001011100,100010110100000111100010,3C5C,8B41E2
0011110001011100,100010110100000111100101,3C5C,8B41E5
0011110001011100,100010110100000111100111,3C5C,8B41E7
0011110001011100,100010110100000111101010,3C5C,8B41EA
0011110001011100,100010110100000111101100,3C5C,8B41EC
0011110001011100,100010110100000111101111,3C5C,8B41EF
0011110001011100,100010110100000111110001,3C5C,8B41F1
0011110001011100,100010110100000111110100,3C5C,8B41F4
0011110001011100,100010110100000111110110,3C5C,8B41F6
0011110001011100,100010110100000111111001,3C5C,8B41F9
0011110001011100,100010110100000111111011,3C5C,8B41FB
0011110001011100,100010110100000111111110,3C5C,8B41FE
0011110001011100,100010110100001000000000,3C5C,8B4200
0011110001011100,100010110100001000000011,3C5C,8B4203
0011110001011100,100010110100001000000101,3C5C,8B4205
0011110001011100,100010110100001000001000,3C5C,8B4208
0011110001011100,100010110100001000001010,3C5C,8B420A
0011110001011100,100010110100001000001101,3C5C,8B420D
0011110001011100,100010110100001000001111,3C5C,8B420F
0011110001011100,100010110100001000010010,3C5C,8B4212
0011110001011100,100010110100001000010100,3C5C,8B4214
0011110001011100,100010110100001000010111,3C5C,8B4217
0011110001011100,100010110100001000011001,3C5C,8B4219
0011110001011100,100010110100001000011100,3C5C,8B421C
0011110001011100,100010110100001000011110,3C5C,8B421E
0011110001011100,100010110100001000100001,3C5C,8B4221
0011110001011100,100010110100001000100011,3C5C,8B4223
0011110001011100,100010110100001000100110,3C5C,8B4226
0011110001011100,100010110100001000101000,3C5C,8B4228
0011110001011100,100010110100001000101011,3C5C,8B422B
0011110001011100,100010110100001000101101,3C5C,8B422D
0011110001011100,100010110100001000110000,3C5C,8B4230
0011110001011100,100010110100001000110010,3C5C,8B4232
0011110001011100,100010110100001000110101,3C5C,8B4235
0011110001011100,100010110100001000110111,3C5C,8B4237
0011110001011100,100010110100001000111010,3C5C,8B423A
0011110001011100,100010110100001000111100,3C5C,8B423C
0011110001011100,100010110100001000111111,3C5C,8B423F
0011110001011100,100010110100001001000001,3C5C,8B4241
0011110001011100,100010110100001001000100,3C5C,8B4244
0011110001011100,100010110100001001000110,3C5C,8B4246
0011110001011100,100010110100001001001001,3C5C,8B4249
0011110001011100,100010110100001001001011,3C5C,8B424B
0011110001011100,100010110100001001001110,3C5C,8B424E
0011110001011100,100010110100001001010000,3C5C,8B4250
0011110001011100,100010110100001001010011,3C5C,8B4253
0011110001011100,100010110100001001010101,3C5C,8B4255
0011110001011100,100010110100001001011000,3C5C,8B4258
0011110001011100,100010110100001001011010,3C5C,8B425A
0011110001011100,100010110100001001011101,3C5C,8B425D
0011110001011100,100010110100001001011111,3C5C,8B425F
0011110001011100,100010110100001001100010,3C5C,8B4262
0011110001011100,100010110100001001100100,3C5C,8B4264
0011110001011100,100010110100001001100111,3C5C,8B4267
0011110001011100,100010110100001001101001,3C5C,8B4269
0011110001011100,100010110100001001101100,3C5C,8B426C
0011110001011100,100010110100001001101110,3C5C,8B426E
0011110001011100,100010110100001001110001,3C5C,8B4271
0011110001011100,100010110100001001110011,3C5C,8B4273
0011110001011100,100010110100001001110110,3C5C,8B4276
0011110001011100,100010110100001001111000,3C5C,8B4278
0011110001011100,100010110100001001111011,3C5C,8B427B
0011110001011100,100010110100001001111101,3C5C,8B427D
0011110001011100,100010110100001010000000,3C5C,8B4280
0011110001011100,100010110100001010000010,3C5C,8B4282
0011110001011100,100010110100001010000101,3C5C,8B4285
0011110001011100,100010110100001010000111,3C5C,8B4287
0011110001011100,100010110100001010001010,3C5C,8B428A
0011110001011100,100010110100001010001100,3C5C,8B428C
0011110001011100,100010110100001010001111,3C5C,8B428F
0011110001011100,100010110100001010010001,3C5C,8B4291
0011110001011100,100010110100001010010100,3C5C,8B4294
0011110001011100,100010110100001010010110,3C5C,8B4296
0011110001011100,100010110100001010011001,3C5C,8B4299
0011110001011100,100010110100001010011011,3C5C,8B429B
0011110001011100,100010110100001010011110,3C5C,8B429E
0011110001011100,100010110100001010100000,3C5C,8B42A0
0011110001011100,100010110100001010100011,3C5C,8B42A3
0011110001011100,100010110100001010100101,3C5C,8B42A5
0011110001011100,100010110100001010101000,3C5C,8B42A8
0011110001011100,100010110100001010101010,3C5C,8B42AA
0011110001011100,100010110100001010101101,3C5C,8B42AD
0011110001011100,100010110100001010101111,3C5C,8B42AF
0011110001011100,100010110100001010110010,3C5C,8B42B2
0011110001011100,100010110100001010110100,3C5C,8B42B4
0011110001011100,100010110100001010110111,3C5C,8B42B7
0011110001011100,100010110100001010111001,3C5C,8B42B9
0011110001011100,100010110100001010111100,3C5C,8B42BC
0011110001011100,100010110100001010111110,3C5C,8B42BE
0011110001011100,100010110100001011000001,3C5C,8B42C1
0011110001011100,100010110100001011000011,3C5C,8B42C3
0011110001011100,100010110100001011000110,3C5C,8B42C6
0011110001011100,100010110100001011001000,3C5C,8B42C8
0011110001011100,100010110100001011001011,3C5C,8B42CB
0011110001011100,100010110100001011001101,3C5C,8B42CD
0011110001011100,100010110100001011010000,3C5C,8B42D0
0011110001011100,100010110100001011010010,3C5C,8B42D2
0011110001011100,100010110100001011010101,3C5C,8B42D5
0011110001011100,100010110100001011010111,3C5C,8B42D7
0011110001011100,100010110100001011011010,3C5C,8B42DA
0011110001011100,100010110100001011011100,3C5C,8B42DC
0011110001011100,100010110100001011011111,3C5C,8B42DF
0011110001011100,100010110100001011100001,3C5C,8B42E1
0011110001011100,100010110100001011100100,3C5C,8B42E4
0011110001011100,100010110100001011100110,3C5C,8B42E6
0011110001011100,100010110100001011101001,3C5C,8B42E9
0011110001011100,100010110100001011101011,3C5C,8B42EB
0011110001011100,100010110100001011101110,3C5C,8B42EE
0011110001011100,100010110100001011110000,3C5C,8B42F0
0011110001011100,100010110100001011110011,3C5C,8B42F3
0011110001011100,100010110100001011110101,3C5C,8B42F5
0011110001011100,100010110100001011111000,3C5C,8B42F8
0011110001011100,100010110100001011111010,3C5C,8B42FA
0011110001011100,100010110100001011111101,3C5C,8B42FD
0011110001011100,100010110100001011111111,3C5C,8B42FF
0011110001011100,100010110100001100000010,3C5C,8B4302
0011110001011100,100010110100001100000100,3C5C,8B4304
0011110001011100,100010110100001100000111,3C5C,8B4307
0011110001011100,100010110100001100001001,3C5C,8B4309
0011110001011100,100010110100001100001100,3C5C,8B430C
0011110001011100,100010110100001100001110,3C5C,8B430E
0011110001011100,100010110100001100010001,3C5C,8B4311
0011110001011100,100010110100001100010011,3C5C,8B4313
0011110001011100,100010110100001100010110,3C5C,8B4316
0011110001011100,100010110100001100011000,3C5C,8B4318
0011110001011100,100010110100001100011011,3C5C,8B431B
0011110001011100,100010110100001100011101,3C5C,8B431D
0011110001011100,100010110100001100100000,3C5C,8B4320
0011110001011100,100010110100001100100010,3C5C,8B4322
0011110001011100,100010110100001100100101,3C5C,8B4325
0011110001011100,100010110100001100100111,3C5C,8B4327
0011110001011100,100010110100001100101010,3C5C,8B432A
0011110001011100,100010110100001100101100,3C5C,8B432C
0011110001011100,100010110100001100101111,3C5C,8B432F
0011110001011100,100010110100001100110001,3C5C,8B4331
0011110001011100,100010110100001100110100,3C5C,8B4334
0011110001011100,100010110100001100110110,3C5C,8B4336
0011110001011100,100010110100001100111001,3C5C,8B4339
0011110001011100,100010110100001100111011,3C5C,8B433B
0011110001011100,100010110100001100111110,3C5C,8B433E
0011110001011100,100010110100001101000000,3C5C,8B4340
0011110001011100,100010110100001101000011,3C5C,8B4343
0011110001011100,100010110100001101000101,3C5C,8B4345
0011110001011100,100010110100001101001000,3C5C,8B4348
0011110001011100,100010110100001101001010,3C5C,8B434A
0011110001011100,100010110100001101001101,3C5C,8B434D
0011110001011100,100010110100001101001111,3C5C,8B434F
0011110001011100,100010110100001101010010,3C5C,8B4352
0011110001011100,100010110100001101010100,3C5C,8B4354
0011110001011100,100010110100001101010111,3C5C,8B4357
0011110001011100,100010110100001101011001,3C5C,8B4359
0011110001011100,100010110100001101011100,3C5C,8B435C
0011110001011100,100010110100001101011110,3C5C,8B435E
0011110001011100,100010110100001101100001,3C5C,8B4361
0011110001011100,100010110100001101100011,3C5C,8B4363
0011110001011100,100010110100001101100110,3C5C,8B4366
0011110001011100,100010110100001101101000,3C5C,8B4368
0011110001011100,100010110100001101101011,3C5C,8B436B
0011110001011100,100010110100001101101101,3C5C,8B436D
0011110001011100,100010110100001101110000,3C5C,8B4370
0011110001011100,100010110100001101110010,3C5C,8B4372
0011110001011100,100010110100001101110101,3C5C,8B4375
0011110001011100,100010110100001101110111,3C5C,8B4377
0011110001011100,100010110100001101111010,3C5C,8B437A
0011110001011100,100010110100001101111100,3C5C,8B437C
0011110001011100,100010110100001101111111,3C5C,8B437F
0011110001011100,100010110100001110000001,3C5C,8B4381
0011110001011100,100010110100001110000100,3C5C,8B4384
0011110001011100,100010110100001110000110,3C5C,8B4386
0011110001011100,100010110100001110001001,3C5C,8B4389
0011110001011100,100010110100001110001011,3C5C,8B438B
0011110001011100,100010110100001110001110,3C5C,8B438E
0011110001011100,100010110100001110010000,3C5C,8B4390
0011110001011100,100010110100001110010011,3C5C,8B4393
0011110001011100,100010110100001110010101,3C5C,8B4395
0011110001011100,100010110100001110011000,3C5C,8B4398
0011110001011100,100010110100001110011010,3C5C,8B439A
0011110001011100,100010110100001110011101,3C5C,8B439D
0011110001011100,100010110100001110011111,3C5C,8B439F
0011110001011100,100010110100001110100010,3C5C,8B43A2
0011110001011100,100010110100001110100100,3C5C,8B43A4
0011110001011100,100010110100001110100111,3C5C,8B43A7
0011110001011100,100010110100001110101001,3C5C,8B43A9
0011110001011100,100010110100001110101100,3C5C,8B43AC
0011110001011100,100010110100001110101110,3C5C,8B43AE
0011110001011100,100010110100001110110001,3C5C,8B43B1
0011110001011100,100010110100001110110011,3C5C,8B43B3
0011110001011100,100010110100001110110110,3C5C,8B43B6
0011110001011100,100010110100001110111000,3C5C,8B43B8
0011110001011100,100010110100001110111011,3C5C,8B43BB
0011110001011100,100010110100001110111101,3C5C,8B43BD
0011110001011100,100010110100001111000000,3C5C,8B43C0
0011110001011100,100010110100001111000010,3C5C,8B43C2
0011110001011100,100010110100001111000101,3C5C,8B43C5
0011110001011100,100010110100001111000111,3C5C,8B43C7
0011110001011100,100010110100001111001010,3C5C,8B43CA
0011110001011100,100010110100001111001100,3C5C,8B43CC
0011110001011100,100010110100001111001111,3C5C,8B43CF
0011110001011100,100010110100001111010001,3C5C,8B43D1
0011110001011100,100010110100001111010100,3C5C,8B43D4
0011110001011100,100010110100001111010110,3C5C,8B43D6
0011110001011100,100010110100001111011001,3C5C,8B43D9
0011110001011100,100010110100001111011011,3C5C,8B43DB
0011110001011100,100010110100001111011110,3C5C,8B43DE
0011110001011100,100010110100001111100000,3C5C,8B43E0
0011110001011100,100010110100001111100011,3C5C,8B43E3
0011110001011100,100010110100001111100101,3C5C,8B43E5
0011110001011100,100010110100001111101000,3C5C,8B43E8
0011110001011100,100010110100001111101010,3C5C,8B43EA
0011110001011100,100010110100001111101101,3C5C,8B43ED
0011110001011100,100010110100001111101111,3C5C,8B43EF
0011110001011100,100010110100001111110010,3C5C,8B43F2
0011110001011100,100010110100001111110100,3C5C,8B43F4
0011110001011100,100010110100001111110111,3C5C,8B43F7
0011110001011100,100010110100001111111001,3C5C,8B43F9
0011110001011100,100010110100001111111100,3C5C,8B43FC
0011110001011100,100010110100001111111110,3C5C,8B43FE
0011110001011100,100010110100010000000001,3C5C,8B4401
0011110001011100,100010110100010000000011,3C5C,8B4403
0011110001011100,100010110100010000000110,3C5C,8B4406
0011110001011100,100010110100010000001000,3C5C,8B4408
0011110001011100,100010110100010000001011,3C5C,8B440B
0011110001011100,100010110100010000001101,3C5C,8B440D
0011110001011100,100010110100010000010000,3C5C,8B4410
0011110001011100,100010110100010000010010,3C5C,8B4412
0011110001011100,100010110100010000010101,3C5C,8B4415
0011110001011100,100010110100010000010111,3C5C,8B4417
0011110001011100,100010110100010000011010,3C5C,8B441A
0011110001011100,100010110100010000011100,3C5C,8B441C
0011110001011100,100010110100010000011111,3C5C,8B441F
0011110001011100,100010110100010000100001,3C5C,8B4421
0011110001011100,100010110100010000100100,3C5C,8B4424
0011110001011100,100010110100010000100110,3C5C,8B4426
0011110001011100,100010110100010000101001,3C5C,8B4429
0011110001011100,100010110100010000101011,3C5C,8B442B
0011110001011100,100010110100010000101110,3C5C,8B442E
0011110001011100,100010110100010000110000,3C5C,8B4430
0011110001011100,100010110100010000110011,3C5C,8B4433
0011110001011100,100010110100010000110101,3C5C,8B4435
0011110001011100,100010110100010000111000,3C5C,8B4438
0011110001011100,100010110100010000111010,3C5C,8B443A
0011110001011100,100010110100010000111101,3C5C,8B443D
0011110001011100,100010110100010000111111,3C5C,8B443F
0011110001011100,100010110100010001000010,3C5C,8B4442
0011110001011100,100010110100010001000100,3C5C,8B4444
0011110001011100,100010110100010001000111,3C5C,8B4447
0011110001011100,100010110100010001001001,3C5C,8B4449
0011110001011100,100010110100010001001100,3C5C,8B444C
0011110001011100,100010110100010001001110,3C5C,8B444E
0011110001011100,100010110100010001010001,3C5C,8B4451
0011110001011100,100010110100010001010011,3C5C,8B4453
0011110001011100,100010110100010001010110,3C5C,8B4456
0011110001011100,100010110100010001011000,3C5C,8B4458
0011110001011100,100010110100010001011011,3C5C,8B445B
0011110001011100,100010110100010001011101,3C5C,8B445D
0011110001011100,100010110100010001100000,3C5C,8B4460
0011110001011100,100010110100010001100010,3C5C,8B4462
0011110001011100,100010110100010001100101,3C5C,8B4465
0011110001011100,100010110100010001100111,3C5C,8B4467
0011110001011100,100010110100010001101010,3C5C,8B446A
0011110001011100,100010110100010001101100,3C5C,8B446C
0011110001011100,100010110100010001101111,3C5C,8B446F
0011110001011100,100010110100010001110001,3C5C,8B4471
0011110001011100,100010110100010001110100,3C5C,8B4474
0011110001011100,100010110100010001110110,3C5C,8B4476
0011110001011100,100010110100010001111001,3C5C,8B4479
0011110001011100,100010110100010001111011,3C5C,8B447B
0011110001011100,100010110100010001111110,3C5C,8B447E
0011110001011100,100010110100010010000000,3C5C,8B4480
0011110001011100,100010110100010010000011,3C5C,8B4483
0011110001011100,100010110100010010000101,3C5C,8B4485
0011110001011100,100010110100010010001000,3C5C,8B4488
0011110001011100,100010110100010010001010,3C5C,8B448A
0011110001011100,100010110100010010001101,3C5C,8B448D
0011110001011100,100010110100010010001111,3C5C,8B448F
0011110001011100,100010110100010010010010,3C5C,8B4492
0011110001011100,100010110100010010010100,3C5C,8B4494
0011110001011100,100010110100010010010111,3C5C,8B4497
0011110001011100,100010110100010010011001,3C5C,8B4499
0011110001011100,100010110100010010011100,3C5C,8B449C
0011110001011100,100010110100010010011110,3C5C,8B449E
0011110001011100,100010110100010010100001,3C5C,8B44A1
0011110001011100,100010110100010010100011,3C5C,8B44A3
0011110001011100,100010110100010010100110,3C5C,8B44A6
0011110001011100,100010110100010010101000,3C5C,8B44A8
0011110001011100,100010110100010010101011,3C5C,8B44AB
0011110001011100,100010110100010010101101,3C5C,8B44AD
0011110001011100,100010110100010010110000,3C5C,8B44B0
0011110001011100,100010110100010010110010,3C5C,8B44B2
0011110001011100,100010110100010010110101,3C5C,8B44B5
0011110001011100,100010110100010010110111,3C5C,8B44B7
0011110001011100,100010110100010010111010,3C5C,8B44BA
0011110001011100,100010110100010010111100,3C5C,8B44BC
0011110001011100,100010110100010010111111,3C5C,8B44BF
0011110001011100,100010110100010011000001,3C5C,8B44C1
0011110001011100,100010110100010011000100,3C5C,8B44C4
0011110001011100,100010110100010011000110,3C5C,8B44C6
0011110001011100,100010110100010011001001,3C5C,8B44C9
0011110001011100,100010110100010011001011,3C5C,8B44CB
0011110001011100,100010110100010011001110,3C5C,8B44CE
0011110001011100,100010110100010011010000,3C5C,8B44D0
0011110001011100,100010110100010011010011,3C5C,8B44D3
0011110001011100,100010110100010011010101,3C5C,8B44D5
0011110001011100,100010110100010011011000,3C5C,8B44D8
0011110001011100,100010110100010011011010,3C5C,8B44DA
0011110001011100,100010110100010011011101,3C5C,8B44DD
0011110001011100,100010110100010011011111,3C5C,8B44DF
0011110001011100,100010110100010011100010,3C5C,8B44E2
0011110001011100,100010110100010011100100,3C5C,8B44E4
0011110001011100,100010110100010011100111,3C5C,8B44E7
0011110001011100,100010110100010011101001,3C5C,8B44E9
0011110001011100,100010110100010011101100,3C5C,8B44EC
0011110001011100,100010110100010011101110,3C5C,8B44EE
0011110001011100,100010110100010011110001,3C5C,8B44F1
0011110001011100,100010110100010011110011,3C5C,8B44F3
0011110001011100,100010110100010011110110,3C5C,8B44F6
0011110001011100,100010110100010011111000,3C5C,8B44F8
0011110001011100,100010110100010011111011,3C5C,8B44FB
0011110001011100,100010110100010011111101,3C5C,8B44FD
0011110001011100,100010110100010100000000,3C5C,8B4500
0011110001011100,100010110100010100000010,3C5C,8B4502
0011110001011100,100010110100010100000101,3C5C,8B4505
0011110001011100,100010110100010100000111,3C5C,8B4507
0011110001011100,100010110100010100001010,3C5C,8B450A
0011110001011100,100010110100010100001100,3C5C,8B450C
0011110001011100,100010110100010100001111,3C5C,8B450F
0011110001011100,100010110100010100010001,3C5C,8B4511
0011110001011100,100010110100010100010100,3C5C,8B4514
0011110001011100,100010110100010100010110,3C5C,8B4516
0011110001011100,100010110100010100011001,3C5C,8B4519
0011110001011100,100010110100010100011011,3C5C,8B451B
0011110001011100,100010110100010100011110,3C5C,8B451E
0011110001011100,100010110100010100100000,3C5C,8B4520
0011110001011100,100010110100010100100011,3C5C,8B4523
0011110001011100,100010110100010100100101,3C5C,8B4525
0011110001011100,100010110100010100101000,3C5C,8B4528
0011110001011100,100010110100010100101010,3C5C,8B452A
0011110001011100,100010110100010100101101,3C5C,8B452D
0011110001011100,100010110100010100101111,3C5C,8B452F
0011110001011100,100010110100010100110010,3C5C,8B4532
0011110001011100,100010110100010100110100,3C5C,8B4534
0011110001011100,100010110100010100110111,3C5C,8B4537
0011110001011100,100010110100010100111001,3C5C,8B4539
0011110001011100,100010110100010100111100,3C5C,8B453C
0011110001011100,100010110100010100111110,3C5C,8B453E
0011110001011100,100010110100010101000001,3C5C,8B4541
0011110001011100,100010110100010101000011,3C5C,8B4543
0011110001011100,100010110100010101000110,3C5C,8B4546
0011110001011100,100010110100010101001000,3C5C,8B4548
0011110001011100,100010110100010101001011,3C5C,8B454B
0011110001011100,100010110100010101001101,3C5C,8B454D
0011110001011100,100010110100010101010000,3C5C,8B4550
0011110001011100,100010110100010101010010,3C5C,8B4552
0011110001011100,100010110100010101010101,3C5C,8B4555
0011110001011100,100010110100010101010111,3C5C,8B4557
0011110001011100,100010110100010101011010,3C5C,8B455A
0011110001011100,100010110100010101011100,3C5C,8B455C
0011110001011100,100010110100010101011111,3C5C,8B455F
0011110001011100,100010110100010101100001,3C5C,8B4561
0011110001011100,100010110100010101100100,3C5C,8B4564
0011110001011100,100010110100010101100110,3C5C,8B4566
0011110001011100,100010110100010101101001,3C5C,8B4569
0011110001011100,100010110100010101101011,3C5C,8B456B
0011110001011100,100010110100010101101110,3C5C,8B456E
0011110001011100,100010110100010101110000,3C5C,8B4570
0011110001011100,100010110100010101110011,3C5C,8B4573
0011110001011100,100010110100010101110101,3C5C,8B4575
0011110001011100,100010110100010101111000,3C5C,8B4578
0011110001011100,100010110100010101111010,3C5C,8B457A
0011110001011100,100010110100010101111101,3C5C,8B457D
0011110001011100,100010110100010101111111,3C5C,8B457F
0011110001011100,100010110100010110000010,3C5C,8B4582
0011110001011100,100010110100010110000100,3C5C,8B4584
0011110001011100,100010110100010110000111,3C5C,8B4587
0011110001011100,100010110100010110001001,3C5C,8B4589
0011110001011100,100010110100010110001100,3C5C,8B458C
0011110001011100,100010110100010110001110,3C5C,8B458E
0011110001011100,100010110100010110010001,3C5C,8B4591
0011110001011100,100010110100010110010011,3C5C,8B4593
0011110001011100,100010110100010110010110,3C5C,8B4596
0011110001011100,100010110100010110011000,3C5C,8B4598
0011110001011100,100010110100010110011011,3C5C,8B459B
0011110001011100,100010110100010110011101,3C5C,8B459D
0011110001011100,100010110100010110100000,3C5C,8B45A0
0011110001011100,100010110100010110100010,3C5C,8B45A2
0011110001011100,100010110100010110100101,3C5C,8B45A5
0011110001011100,100010110100010110100111,3C5C,8B45A7
0011110001011100,100010110100010110101010,3C5C,8B45AA
0011110001011100,100010110100010110101100,3C5C,8B45AC
0011110001011100,100010110100010110101111,3C5C,8B45AF
0011110001011100,100010110100010110110001,3C5C,8B45B1
0011110001011100,100010110100010110110100,3C5C,8B45B4
0011110001011100,100010110100010110110110,3C5C,8B45B6
0011110001011100,100010110100010110111001,3C5C,8B45B9
0011110001011100,100010110100010110111011,3C5C,8B45BB
0011110001011100,100010110100010110111110,3C5C,8B45BE
0011110001011100,100010110100010111000000,3C5C,8B45C0
0011110001011100,100010110100010111000011,3C5C,8B45C3
0011110001011100,100010110100010111000101,3C5C,8B45C5
0011110001011100,100010110100010111001000,3C5C,8B45C8
0011110001011100,100010110100010111001010,3C5C,8B45CA
0011110001011100,100010110100010111001101,3C5C,8B45CD
0011110001011100,100010110100010111001111,3C5C,8B45CF
0011110001011100,100010110100010111010010,3C5C,8B45D2
0011110001011100,100010110100010111010100,3C5C,8B45D4
0011110001011100,100010110100010111010111,3C5C,8B45D7
0011110001011100,100010110100010111011001,3C5C,8B45D9
0011110001011100,100010110100010111011100,3C5C,8B45DC
0011110001011100,100010110100010111011110,3C5C,8B45DE
0011110001011100,100010110100010111100001,3C5C,8B45E1
0011110001011100,100010110100010111100011,3C5C,8B45E3
0011110001011100,100010110100010111100110,3C5C,8B45E6
0011110001011100,100010110100010111101000,3C5C,8B45E8
0011110001011100,100010110100010111101011,3C5C,8B45EB
0011110001011100,100010110100010111101101,3C5C,8B45ED
0011110001011100,100010110100010111110000,3C5C,8B45F0
0011110001011100,100010110100010111110010,3C5C,8B45F2
